CNN,STREET,ST_TYPE,NHOOD,CNNTEXT,shape
6041102.0,GEARY,BLVD,Western Addition,6041102,"LINESTRING (-122.43119 37.784565, -122.43135 37.784386, -122.43277 37.78421, -122.4329 37.78435)"
6041103.0,GEARY,BLVD,Western Addition,6041103,"LINESTRING (-122.4329 37.78435, -122.433 37.784184, -122.4344 37.784008, -122.43455 37.784145)"
6041201.0,GEARY,BLVD,Lower Pacfic Heights,6041201,"LINESTRING (-122.43119 37.784565, -122.43139 37.784603, -122.43445 37.784218, -122.43455 37.784145)"
6041203.0,GEARY,BLVD,Lower Pacfic Heights,6041203,"LINESTRING (-122.4329 37.78435, -122.43306 37.7845, -122.43376 37.78441)"
6041204.0,GEARY,BLVD,Lower Pacfic Heights,6041204,"LINESTRING (-122.43376 37.78441, -122.43448 37.784317, -122.43455 37.784145)"
6042101.0,GEARY,BLVD,Western Addition,6042101,"LINESTRING (-122.43455 37.784145, -122.43465 37.784077, -122.43526 37.783955, -122.437706 37.78365, -122.437836 37.783714)"
6042201.0,GEARY,BLVD,Lower Pacfic Heights,6042201,"LINESTRING (-122.43455 37.784145, -122.43465 37.78419, -122.43774 37.7838, -122.437836 37.783714)"
6043101.0,GEARY,BLVD,Western Addition,6043101,"LINESTRING (-122.437836 37.783714, -122.437965 37.783615, -122.438354 37.783516, -122.438774 37.783337, -122.438965 37.783295, -122.439316 37.783257, -122.43947 37.783302)"
6044201.0,GEARY,BLVD,Lower Pacfic Heights,6044201,"LINESTRING (-122.43947 37.783302, -122.43962 37.783356, -122.44115 37.783157)"
6044202.0,GEARY,BLVD,Lower Pacfic Heights,6044202,"LINESTRING (-122.44115 37.783157, -122.44269 37.782967, -122.44278 37.78288)"
6045101.0,GEARY,BLVD,Anza Vista,6045101,"LINESTRING (-122.44278 37.78288, -122.44288 37.782803, -122.44442 37.782566)"
6045102.0,GEARY,BLVD,Anza Vista,6045102,"LINESTRING (-122.44442 37.782566, -122.44494 37.782497, -122.4457 37.782406, -122.44581 37.782482)"
6045201.0,GEARY,BLVD,Lower Pacfic Heights,6045201,"LINESTRING (-122.44278 37.78288, -122.44291 37.782936, -122.44444 37.78277)"
6110000.0,GEARY,ST,Downtown - Tenderloin,6110000,"LINESTRING (-122.40821 37.787354, -122.40986 37.787144)"
6111000.0,GEARY,ST,Downtown - Tenderloin,6111000,"LINESTRING (-122.40986 37.787144, -122.4115 37.786934)"
6112000.0,GEARY,ST,Downtown - Tenderloin,6112000,"LINESTRING (-122.4115 37.786934, -122.41233 37.78683)"
6113000.0,GEARY,ST,Downtown - Tenderloin,6113000,"LINESTRING (-122.41233 37.78683, -122.41315 37.786724)"
6114000.0,GEARY,ST,Downtown - Tenderloin,6114000,"LINESTRING (-122.41315 37.786724, -122.414795 37.786514)"
6116000.0,GEARY,ST,Downtown - Tenderloin,6116000,"LINESTRING (-122.416435 37.786304, -122.418076 37.786095)"
6040104.0,GEARY,BLVD,Western Addition,6040104,"LINESTRING (-122.42978 37.784657, -122.43101 37.784515, -122.43119 37.784565)"
6041202.0,GEARY,BLVD,Lower Pacfic Heights,6041202,"LINESTRING (-122.43119 37.784565, -122.431404 37.784702, -122.43282 37.784527, -122.4329 37.78435)"
6043201.0,GEARY,BLVD,Lower Pacfic Heights,6043201,"LINESTRING (-122.437836 37.783714, -122.438 37.783768, -122.438255 37.78371, -122.43854 37.783592, -122.43893 37.783443, -122.43934 37.78339, -122.43947 37.783302)"
6045202.0,GEARY,BLVD,Lower Pacfic Heights,6045202,"LINESTRING (-122.44444 37.78277, -122.44493 37.78271, -122.44574 37.78261, -122.44581 37.782482)"
6128101.0,GENEVA,AVE,Ingleside,6128101,"LINESTRING (-122.4501 37.722076, -122.44999 37.722076, -122.44933 37.721813, -122.44928 37.72175)"
6131101.0,GENEVA,AVE,Ingleside,6131101,"LINESTRING (-122.44774 37.72115, -122.44765 37.72118, -122.44672 37.720802, -122.446594 37.72072)"
6130101.0,GENEVA,AVE,Ingleside,6130101,"LINESTRING (-122.448395 37.721394, -122.4483 37.72145, -122.4478 37.721245, -122.44774 37.72115)"
6130201.0,GENEVA,AVE,Ingleside,6130201,"LINESTRING (-122.448395 37.721394, -122.44838 37.72132, -122.447815 37.72111, -122.44774 37.72115)"
6131201.0,GENEVA,AVE,Ingleside,6131201,"LINESTRING (-122.44774 37.72115, -122.44769 37.721066, -122.446815 37.72074, -122.446594 37.72072)"
6132101.0,GENEVA,AVE,Mission Terrace,6132101,"LINESTRING (-122.446594 37.72072, -122.446434 37.720703, -122.4454 37.72029, -122.44519 37.720184, -122.445114 37.72008)"
6132201.0,GENEVA,AVE,Outer Mission,6132201,"LINESTRING (-122.446594 37.72072, -122.446495 37.72064, -122.44541 37.72021, -122.44521 37.7201, -122.445114 37.72008)"
6133101.0,GENEVA,AVE,Mission Terrace,6133101,"LINESTRING (-122.445114 37.72008, -122.445015 37.720062, -122.44372 37.71901, -122.44368 37.718925)"
6133201.0,GENEVA,AVE,Outer Mission,6133201,"LINESTRING (-122.445114 37.72008, -122.44503 37.719967, -122.44378 37.71895, -122.44368 37.718925)"
6129101.0,GENEVA,AVE,Ingleside,6129101,"LINESTRING (-122.44928 37.72175, -122.449165 37.72175, -122.44852 37.72149, -122.448395 37.721394)"
6127101.0,GENEVA,AVE,Ingleside,6127101,"LINESTRING (-122.451584 37.72299, -122.45158 37.722748, -122.45149 37.722683, -122.45017 37.72216, -122.4501 37.722076)"
6127201.0,GENEVA,AVE,Ingleside,6127201,"LINESTRING (-122.45232 37.723076, -122.45187 37.722744, -122.45023 37.722076, -122.4501 37.722076)"
6128201.0,GENEVA,AVE,Ingleside,6128201,"LINESTRING (-122.4501 37.722076, -122.450035 37.722004, -122.44938 37.72174, -122.44928 37.72175)"
6129201.0,GENEVA,AVE,Ingleside,6129201,"LINESTRING (-122.44928 37.72175, -122.44922 37.721676, -122.44856 37.721413, -122.448395 37.721394)"
6728001.0,HARRISON,ST,South of Market,6728001,"LINESTRING (-122.40636 37.77545, -122.406815 37.77509)"
6731000.0,HARRISON,ST,South of Market,6731000,"LINESTRING (-122.40775 37.774345, -122.4085 37.773754)"
6729000.0,HARRISON,ST,South of Market,6729000,"LINESTRING (-122.406815 37.77509, -122.407394 37.77463)"
6730000.0,HARRISON,ST,South of Market,6730000,"LINESTRING (-122.407394 37.77463, -122.40775 37.774345)"
6728000.0,HARRISON,ST,South of Market,6728000,"LINESTRING (-122.40628 37.77551, -122.40636 37.77545)"
6727000.0,HARRISON,ST,South of Market,6727000,"LINESTRING (-122.405464 37.776157, -122.40628 37.77551)"
6720000.0,HARRISON,ST,South of Market,6720000,"LINESTRING (-122.40183 37.779026, -122.402374 37.7786)"
6726000.0,HARRISON,ST,South of Market,6726000,"LINESTRING (-122.404884 37.776615, -122.405464 37.776157)"
6719000.0,HARRISON,ST,Financial District South,6719000,"LINESTRING (-122.399605 37.78079, -122.40183 37.779026)"
6725000.0,HARRISON,ST,South of Market,6725000,"LINESTRING (-122.404594 37.77684, -122.404884 37.776615)"
6724000.0,HARRISON,ST,South of Market,6724000,"LINESTRING (-122.40406 37.777267, -122.404594 37.77684)"
6723000.0,HARRISON,ST,South of Market,6723000,"LINESTRING (-122.40352 37.777695, -122.40406 37.777267)"
6722000.0,HARRISON,ST,South of Market,6722000,"LINESTRING (-122.40295 37.778145, -122.40352 37.777695)"
6721000.0,HARRISON,ST,South of Market,6721000,"LINESTRING (-122.402374 37.7786, -122.40295 37.778145)"
6732000.0,HARRISON,ST,South of Market,6732000,"LINESTRING (-122.4085 37.773754, -122.40967 37.77283)"
6733000.0,HARRISON,ST,South of Market,6733000,"LINESTRING (-122.40967 37.77283, -122.410065 37.772522)"
9175201.0,MISSION,ST,Mission Terrace,9175201,"LINESTRING (-122.43948 37.718464, -122.439545 37.71844, -122.440094 37.717716, -122.440094 37.71766)"
9180000.0,MISSION,ST,Outer Mission,9180000,"LINESTRING (-122.44168 37.71557, -122.44179 37.715424)"
9186000.0,MISSION,ST,Outer Mission,9186000,"LINESTRING (-122.44394 37.713356, -122.44456 37.71278)"
9192000.0,MISSION,ST,Outer Mission,9192000,"LINESTRING (-122.448364 37.71037, -122.44892 37.710068, -122.449295 37.70994)"
9122002.0,MISSION,ST,Inner Mission,9122002,"LINESTRING (-122.419 37.758194, -122.418884 37.75703)"
9128000.0,MISSION,ST,Inner Mission,9128000,"LINESTRING (-122.41812 37.749035, -122.41808 37.7486, -122.41808 37.748474, -122.418205 37.74816)"
9134000.0,MISSION,ST,Bernal Heights North,9134000,"LINESTRING (-122.42088 37.744034, -122.42147 37.74312)"
9141000.0,MISSION,ST,Bernal Heights South,9141000,"LINESTRING (-122.42308 37.74064, -122.42357 37.73988)"
9147201.0,MISSION,ST,Bernal Heights South,9147201,"LINESTRING (-122.42469 37.735367, -122.424866 37.735233, -122.42574 37.73435, -122.42578 37.734272)"
9151101.0,MISSION,ST,Excelsior,9151101,"LINESTRING (-122.42929 37.730736, -122.42928 37.730675, -122.42999 37.72996, -122.4301 37.729927)"
9154101.0,MISSION,ST,Excelsior,9154101,"LINESTRING (-122.43079 37.72922, -122.4308 37.72914, -122.43117 37.72877, -122.43128 37.728725)"
9085000.0,MISSION,ST,Financial District South,9085000,"LINESTRING (-122.39493 37.791836, -122.3958 37.79115)"
9194000.0,MISSION,ST,Outer Mission,9194000,"LINESTRING (-122.45008 37.709675, -122.450485 37.709538)"
9193000.0,MISSION,ST,Outer Mission,9193000,"LINESTRING (-122.449295 37.70994, -122.45008 37.709675)"
9191000.0,MISSION,ST,Outer Mission,9191000,"LINESTRING (-122.44766 37.710743, -122.448364 37.71037)"
9190000.0,MISSION,ST,Outer Mission,9190000,"LINESTRING (-122.44637 37.71143, -122.44766 37.710743)"
9189000.0,MISSION,ST,Outer Mission,9189000,"LINESTRING (-122.446075 37.711586, -122.44637 37.71143)"
9188000.0,MISSION,ST,Outer Mission,9188000,"LINESTRING (-122.44473 37.712616, -122.44552 37.71188, -122.446075 37.711586)"
9187000.0,MISSION,ST,Outer Mission,9187000,"LINESTRING (-122.44456 37.71278, -122.44473 37.712616)"
9185000.0,MISSION,ST,Outer Mission,9185000,"LINESTRING (-122.443695 37.713585, -122.44394 37.713356)"
9184000.0,MISSION,ST,Outer Mission,9184000,"LINESTRING (-122.44333 37.713924, -122.443695 37.713585)"
9183000.0,MISSION,ST,Outer Mission,9183000,"LINESTRING (-122.44265 37.71456, -122.44333 37.713924)"
9182000.0,MISSION,ST,Outer Mission,9182000,"LINESTRING (-122.44255 37.714657, -122.44265 37.71456)"
9181000.0,MISSION,ST,Outer Mission,9181000,"LINESTRING (-122.44179 37.715424, -122.44188 37.7153, -122.44255 37.714657)"
9179000.0,MISSION,ST,Outer Mission,9179000,"LINESTRING (-122.44154 37.715748, -122.44168 37.71557)"
9178000.0,MISSION,ST,Outer Mission,9178000,"LINESTRING (-122.44101 37.716454, -122.44154 37.715748)"
9177000.0,MISSION,ST,Mission Terrace,9177000,"LINESTRING (-122.44041 37.71724, -122.44101 37.716454)"
9176101.0,MISSION,ST,Excelsior,9176101,"LINESTRING (-122.440094 37.71766, -122.44012 37.717583, -122.440346 37.71728, -122.44041 37.71724)"
9175101.0,MISSION,ST,Excelsior,9175101,"LINESTRING (-122.43948 37.718464, -122.43948 37.718414, -122.440025 37.71769, -122.440094 37.71766)"
9084000.0,MISSION,ST,South Beach,9084000,"LINESTRING (-122.39404 37.792534, -122.39493 37.791836)"
9095101.0,MISSION,ST,Financial District South,9095101,"LINESTRING (-122.402016 37.786243, -122.40207 37.78612, -122.40409 37.784523, -122.40425 37.784473)"
9095201.0,MISSION,ST,Financial District South,9095201,"LINESTRING (-122.402016 37.786243, -122.40214 37.786182, -122.40349 37.78512)"
9161000.0,MISSION,ST,Mission Terrace,9161000,"LINESTRING (-122.43361 37.72623, -122.43397 37.725758)"
9096003.0,MISSION,ST,Financial District South,9096003,"LINESTRING (-122.40601 37.783085, -122.40646 37.782726)"
9096002.0,MISSION,ST,Financial District South,9096002,"LINESTRING (-122.404854 37.784, -122.40601 37.783085)"
9096001.0,MISSION,ST,Financial District South,9096001,"LINESTRING (-122.40425 37.784473, -122.404854 37.784)"
9088000.0,MISSION,ST,Financial District South,9088000,"LINESTRING (-122.39756 37.789757, -122.3983 37.789173)"
9087000.0,MISSION,ST,Financial District South,9087000,"LINESTRING (-122.396675 37.790455, -122.39756 37.789757)"
9086000.0,MISSION,ST,Financial District South,9086000,"LINESTRING (-122.3958 37.79115, -122.396675 37.790455)"
9158000.0,MISSION,ST,Mission Terrace,9158000,"LINESTRING (-122.432434 37.72763, -122.43279 37.72731, -122.4329 37.727173)"
9157000.0,MISSION,ST,Mission Terrace,9157000,"LINESTRING (-122.43235 37.72771, -122.432434 37.72763)"
9156000.0,MISSION,ST,Mission Terrace,9156000,"LINESTRING (-122.431786 37.728245, -122.43235 37.72771)"
9155000.0,MISSION,ST,Mission Terrace,9155000,"LINESTRING (-122.43128 37.728725, -122.431786 37.728245)"
9154201.0,MISSION,ST,Mission Terrace,9154201,"LINESTRING (-122.43079 37.72922, -122.43086 37.729206, -122.43126 37.7288, -122.43128 37.728725)"
9153201.0,MISSION,ST,Mission Terrace,9153201,"LINESTRING (-122.43017 37.729855, -122.430244 37.729828, -122.43079 37.72928, -122.43079 37.72922)"
9153101.0,MISSION,ST,Excelsior,9153101,"LINESTRING (-122.43017 37.729855, -122.430176 37.72978, -122.43071 37.72924, -122.43079 37.72922)"
9152201.0,MISSION,ST,Mission Terrace,9152201,"LINESTRING (-122.4301 37.729927, -122.430145 37.72993, -122.43018 37.72989, -122.43017 37.729855)"
9152101.0,MISSION,ST,Excelsior,9152101,"LINESTRING (-122.4301 37.729927, -122.43007 37.729885, -122.43011 37.729843, -122.43017 37.729855)"
9151201.0,MISSION,ST,Mission Terrace,9151201,"LINESTRING (-122.42929 37.730736, -122.42937 37.730717, -122.43009 37.729984, -122.4301 37.729927)"
9150000.0,MISSION,ST,Bernal Heights South,9150000,"LINESTRING (-122.42638 37.73367, -122.42929 37.730736)"
9149201.0,MISSION,ST,Bernal Heights South,9149201,"LINESTRING (-122.4261 37.733948, -122.42616 37.733932, -122.42636 37.73373, -122.42638 37.73367)"
9149101.0,MISSION,ST,Bernal Heights South,9149101,"LINESTRING (-122.4261 37.733948, -122.4261 37.733902, -122.426285 37.733723, -122.42638 37.73367)"
9148201.0,MISSION,ST,Bernal Heights South,9148201,"LINESTRING (-122.42578 37.734272, -122.42584 37.734257, -122.4261 37.733994, -122.4261 37.733948)"
9168000.0,MISSION,ST,Mission Terrace,9168000,"LINESTRING (-122.43597 37.723125, -122.43603 37.723038)"
9172201.0,MISSION,ST,Mission Terrace,9172201,"LINESTRING (-122.43745 37.721157, -122.43752 37.721115, -122.4383 37.72009, -122.43832 37.72001)"
9089000.0,MISSION,ST,Financial District South,9089000,"LINESTRING (-122.3983 37.789173, -122.39855 37.788975)"
9098000.0,MISSION,ST,South of Market,9098000,"LINESTRING (-122.40715 37.782185, -122.40724 37.782116)"
9104000.0,MISSION,ST,South of Market,9104000,"LINESTRING (-122.41409 37.776703, -122.414696 37.776226)"
9109101.0,MISSION,ST,South of Market,9109101,"LINESTRING (-122.41709 37.77432, -122.417175 37.77422, -122.41763 37.773838, -122.418015 37.773468)"
9112201.0,MISSION,ST,Inner Mission,9112201,"LINESTRING (-122.42 37.770107, -122.42014 37.76988, -122.42014 37.76958, -122.42009 37.769104, -122.42002 37.76904)"
9118000.0,MISSION,ST,Inner Mission,9118000,"LINESTRING (-122.419464 37.763046, -122.41943 37.762707)"
9082000.0,MISSION,ST,South Beach,9082000,"LINESTRING (-122.39249 37.793762, -122.393166 37.793224)"
9122001.0,MISSION,ST,Inner Mission,9122001,"LINESTRING (-122.41904 37.75863, -122.419 37.758194)"
9121000.0,MISSION,ST,Inner Mission,9121000,"LINESTRING (-122.41919 37.76023, -122.41904 37.75863)"
9120000.0,MISSION,ST,Inner Mission,9120000,"LINESTRING (-122.41935 37.76183, -122.41919 37.76023)"
9119000.0,MISSION,ST,Inner Mission,9119000,"LINESTRING (-122.41943 37.762707, -122.41935 37.76183)"
9117000.0,MISSION,ST,Inner Mission,9117000,"LINESTRING (-122.4195 37.763424, -122.419464 37.763046)"
9116000.0,MISSION,ST,Inner Mission,9116000,"LINESTRING (-122.419655 37.765045, -122.4195 37.763424)"
9115000.0,MISSION,ST,Inner Mission,9115000,"LINESTRING (-122.419815 37.76667, -122.419655 37.765045)"
9114000.0,MISSION,ST,Inner Mission,9114000,"LINESTRING (-122.41997 37.76827, -122.419815 37.76667)"
9113000.0,MISSION,ST,Inner Mission,9113000,"LINESTRING (-122.42002 37.76904, -122.41997 37.76827)"
9112101.0,MISSION,ST,Inner Mission,9112101,"LINESTRING (-122.42 37.770107, -122.41988 37.76989, -122.41993 37.769596, -122.41999 37.769123, -122.42002 37.76904)"
9111001.0,MISSION,ST,South of Market,9111001,"LINESTRING (-122.41975 37.770668, -122.41984 37.77039, -122.42 37.770107)"
9111000.0,MISSION,ST,South of Market,9111000,"LINESTRING (-122.41963 37.771, -122.41975 37.770668)"
9110000.0,MISSION,ST,South of Market,9110000,"LINESTRING (-122.4186 37.77305, -122.41868 37.77279, -122.41916 37.771996, -122.41959 37.771103, -122.41963 37.771)"
9109201.0,MISSION,ST,South of Market,9109201,"LINESTRING (-122.41709 37.77432, -122.41722 37.774265, -122.41846 37.77327, -122.4186 37.77305)"
9109102.0,MISSION,ST,South of Market,9109102,"LINESTRING (-122.418015 37.773468, -122.418396 37.773106, -122.4186 37.77305)"
9108000.0,MISSION,ST,South of Market,9108000,"LINESTRING (-122.41589 37.77527, -122.41709 37.77432)"
9095202.0,MISSION,ST,Financial District South,9095202,"LINESTRING (-122.40349 37.78512, -122.40417 37.78458, -122.40425 37.784473)"
9176201.0,MISSION,ST,Mission Terrace,9176201,"LINESTRING (-122.440094 37.71766, -122.44017 37.717617, -122.44041 37.717304, -122.44041 37.71724)"
9107000.0,MISSION,ST,South of Market,9107000,"LINESTRING (-122.415474 37.7756, -122.41589 37.77527)"
9106000.0,MISSION,ST,South of Market,9106000,"LINESTRING (-122.415115 37.775887, -122.415474 37.7756)"
9105000.0,MISSION,ST,South of Market,9105000,"LINESTRING (-122.414696 37.776226, -122.415115 37.775887)"
9103000.0,MISSION,ST,South of Market,9103000,"LINESTRING (-122.41315 37.777454, -122.41409 37.776703)"
9102000.0,MISSION,ST,South of Market,9102000,"LINESTRING (-122.4124 37.77804, -122.41315 37.777454)"
9101000.0,MISSION,ST,South of Market,9101000,"LINESTRING (-122.41093 37.779205, -122.4124 37.77804)"
9100000.0,MISSION,ST,South of Market,9100000,"LINESTRING (-122.4087 37.780968, -122.41093 37.779205)"
9099000.0,MISSION,ST,South of Market,9099000,"LINESTRING (-122.40724 37.782116, -122.4087 37.780968)"
9097000.0,MISSION,ST,South of Market,9097000,"LINESTRING (-122.40646 37.782726, -122.40715 37.782185)"
9094000.0,MISSION,ST,Financial District South,9094000,"LINESTRING (-122.401245 37.786846, -122.402016 37.786243)"
9093000.0,MISSION,ST,Financial District South,9093000,"LINESTRING (-122.40049 37.787445, -122.401245 37.786846)"
9092000.0,MISSION,ST,Financial District South,9092000,"LINESTRING (-122.39979 37.788002, -122.40049 37.787445)"
9091000.0,MISSION,ST,Financial District South,9091000,"LINESTRING (-122.399345 37.78835, -122.39979 37.788002)"
9090000.0,MISSION,ST,Financial District South,9090000,"LINESTRING (-122.39855 37.788975, -122.399345 37.78835)"
9174201.0,MISSION,ST,Mission Terrace,9174201,"LINESTRING (-122.43885 37.719303, -122.43891 37.71928, -122.43948 37.71852, -122.43948 37.718464)"
9174101.0,MISSION,ST,Excelsior,9174101,"LINESTRING (-122.43885 37.719303, -122.43885 37.719254, -122.43943 37.718487, -122.43948 37.718464)"
9173201.0,MISSION,ST,Mission Terrace,9173201,"LINESTRING (-122.43832 37.72001, -122.43838 37.719986, -122.43884 37.719368, -122.43885 37.719303)"
9173101.0,MISSION,ST,Excelsior,9173101,"LINESTRING (-122.43832 37.72001, -122.43832 37.71996, -122.43878 37.719345, -122.43885 37.719303)"
9172101.0,MISSION,ST,Excelsior,9172101,"LINESTRING (-122.43745 37.721157, -122.437454 37.721092, -122.43824 37.720062, -122.43832 37.72001)"
9171201.0,MISSION,ST,Mission Terrace,9171201,"LINESTRING (-122.43713 37.72157, -122.437195 37.721546, -122.43745 37.72122, -122.43745 37.721157)"
9171101.0,MISSION,ST,Excelsior,9171101,"LINESTRING (-122.43713 37.72157, -122.43714 37.721516, -122.437386 37.72119, -122.43745 37.721157)"
9170000.0,MISSION,ST,Mission Terrace,9170000,"LINESTRING (-122.436455 37.72246, -122.43713 37.72157)"
9169000.0,MISSION,ST,Mission Terrace,9169000,"LINESTRING (-122.43603 37.723038, -122.436455 37.72246)"
9167000.0,MISSION,ST,Mission Terrace,9167000,"LINESTRING (-122.43537 37.723904, -122.43597 37.723125)"
9166000.0,MISSION,ST,Mission Terrace,9166000,"LINESTRING (-122.4353 37.724, -122.43537 37.723904)"
9165000.0,MISSION,ST,Mission Terrace,9165000,"LINESTRING (-122.43486 37.724583, -122.4353 37.724)"
9163000.0,MISSION,ST,Mission Terrace,9163000,"LINESTRING (-122.43441 37.72517, -122.434784 37.724678)"
9162000.0,MISSION,ST,Mission Terrace,9162000,"LINESTRING (-122.43397 37.725758, -122.43441 37.72517)"
9160000.0,MISSION,ST,Mission Terrace,9160000,"LINESTRING (-122.43334 37.72658, -122.43361 37.72623)"
9159000.0,MISSION,ST,Mission Terrace,9159000,"LINESTRING (-122.4329 37.727173, -122.43334 37.72658)"
9197000.0,MISSION,ST,Outer Mission,9197000,"LINESTRING (-122.45265 37.7088, -122.45427 37.708252)"
9083000.0,MISSION,ST,South Beach,9083000,"LINESTRING (-122.393166 37.793224, -122.39404 37.792534)"
9148101.0,MISSION,ST,Bernal Heights South,9148101,"LINESTRING (-122.42578 37.734272, -122.42577 37.73423, -122.42604 37.733963, -122.4261 37.733948)"
9146000.0,MISSION,ST,Bernal Heights South,9146000,"LINESTRING (-122.42445 37.736057, -122.42469 37.735367)"
9145000.0,MISSION,ST,Bernal Heights South,9145000,"LINESTRING (-122.424225 37.736732, -122.42445 37.736057)"
9144000.0,MISSION,ST,Bernal Heights South,9144000,"LINESTRING (-122.42403 37.7374, -122.42405 37.737236, -122.424225 37.736732)"
9143000.0,MISSION,ST,Bernal Heights South,9143000,"LINESTRING (-122.423935 37.73884, -122.42403 37.7374)"
9142000.0,MISSION,ST,Bernal Heights South,9142000,"LINESTRING (-122.42357 37.73988, -122.423775 37.739555, -122.42391 37.739235, -122.423935 37.73884)"
9140000.0,MISSION,ST,Bernal Heights South,9140000,"LINESTRING (-122.42283 37.741024, -122.42308 37.74064)"
9139000.0,MISSION,ST,Bernal Heights North,9139000,"LINESTRING (-122.422356 37.741756, -122.42283 37.741024)"
9138000.0,MISSION,ST,Bernal Heights North,9138000,"LINESTRING (-122.42207 37.74219, -122.422356 37.741756)"
9137000.0,MISSION,ST,Bernal Heights North,9137000,"LINESTRING (-122.42196 37.74237, -122.42207 37.74219)"
9136000.0,MISSION,ST,Bernal Heights North,9136000,"LINESTRING (-122.42167 37.742817, -122.42196 37.74237)"
9135000.0,MISSION,ST,Bernal Heights North,9135000,"LINESTRING (-122.42147 37.74312, -122.42167 37.742817)"
9133000.0,MISSION,ST,Bernal Heights North,9133000,"LINESTRING (-122.420006 37.745384, -122.42088 37.744034)"
9132000.0,MISSION,ST,Bernal Heights North,9132000,"LINESTRING (-122.419876 37.74559, -122.420006 37.745384)"
9131000.0,MISSION,ST,Bernal Heights North,9131000,"LINESTRING (-122.419495 37.746178, -122.419876 37.74559)"
9130000.0,MISSION,ST,Bernal Heights North,9130000,"LINESTRING (-122.419106 37.74677, -122.419495 37.746178)"
9129000.0,MISSION,ST,Bernal Heights North,9129000,"LINESTRING (-122.418205 37.74816, -122.419106 37.74677)"
9127000.0,MISSION,ST,Inner Mission,9127000,"LINESTRING (-122.418274 37.750633, -122.41812 37.749035)"
9126000.0,MISSION,ST,Inner Mission,9126000,"LINESTRING (-122.418434 37.752235, -122.418274 37.750633)"
9125000.0,MISSION,ST,Inner Mission,9125000,"LINESTRING (-122.41858 37.75383, -122.418434 37.752235)"
9124000.0,MISSION,ST,Inner Mission,9124000,"LINESTRING (-122.41873 37.755432, -122.41858 37.75383)"
9123000.0,MISSION,ST,Inner Mission,9123000,"LINESTRING (-122.418884 37.75703, -122.41873 37.755432)"
9196000.0,MISSION,ST,Outer Mission,9196000,"LINESTRING (-122.45087 37.709408, -122.45265 37.7088)"
9195000.0,MISSION,ST,Outer Mission,9195000,"LINESTRING (-122.450485 37.709538, -122.45087 37.709408)"
9765000.0,OAK,ST,Haight Ashbury,9765000,"LINESTRING (-122.44401 37.77229, -122.4457 37.772076)"
9750000.0,OAK,ST,Van Ness - Civic Center,9750000,"LINESTRING (-122.41938 37.775417, -122.420784 37.775246, -122.420944 37.775227)"
9770000.0,OAK,ST,Haight Ashbury,9770000,"LINESTRING (-122.45223 37.771225, -122.453766 37.771015, -122.45389 37.77105)"
9769000.0,OAK,ST,Haight Ashbury,9769000,"LINESTRING (-122.450584 37.771454, -122.45186 37.771294, -122.45223 37.771225)"
9767000.0,OAK,ST,Haight Ashbury,9767000,"LINESTRING (-122.447296 37.771873, -122.448944 37.771664)"
9766000.0,OAK,ST,Haight Ashbury,9766000,"LINESTRING (-122.4457 37.772076, -122.447296 37.771873)"
9758000.0,OAK,ST,Hayes Valley,9758000,"LINESTRING (-122.43246 37.77375, -122.4341 37.773544)"
9751000.0,OAK,ST,Van Ness - Civic Center,9751000,"LINESTRING (-122.420944 37.775227, -122.42108 37.775215, -122.422585 37.775017)"
9757000.0,OAK,ST,Hayes Valley,9757000,"LINESTRING (-122.43081 37.773968, -122.432335 37.773773, -122.43246 37.77375)"
9763000.0,OAK,ST,Haight Ashbury,9763000,"LINESTRING (-122.44072 37.77271, -122.44237 37.7725)"
9768000.0,OAK,ST,Haight Ashbury,9768000,"LINESTRING (-122.448944 37.771664, -122.450584 37.771454)"
9764000.0,OAK,ST,Haight Ashbury,9764000,"LINESTRING (-122.44237 37.7725, -122.44401 37.77229)"
9762000.0,OAK,ST,Haight Ashbury,9762000,"LINESTRING (-122.43907 37.77292, -122.44072 37.77271)"
9761000.0,OAK,ST,Haight Ashbury,9761000,"LINESTRING (-122.43741 37.77313, -122.43907 37.77292)"
9760000.0,OAK,ST,Hayes Valley,9760000,"LINESTRING (-122.43574 37.773342, -122.43741 37.77313)"
9759000.0,OAK,ST,Hayes Valley,9759000,"LINESTRING (-122.4341 37.773544, -122.43574 37.773342)"
9756000.0,OAK,ST,Hayes Valley,9756000,"LINESTRING (-122.42917 37.774178, -122.43081 37.773968)"
9755000.0,OAK,ST,Hayes Valley,9755000,"LINESTRING (-122.427536 37.774384, -122.42917 37.774178)"
9754000.0,OAK,ST,Hayes Valley,9754000,"LINESTRING (-122.42587 37.774593, -122.427536 37.774384)"
9753000.0,OAK,ST,Hayes Valley,9753000,"LINESTRING (-122.424126 37.77482, -122.42587 37.774593)"
9752000.0,OAK,ST,Hayes Valley,9752000,"LINESTRING (-122.422585 37.775017, -122.424126 37.77482)"
10485000.0,PINE,ST,Lower Pacfic Heights,10485000,"LINESTRING (-122.432816 37.788048, -122.43363 37.787945)"
10484000.0,PINE,ST,Lower Pacfic Heights,10484000,"LINESTRING (-122.43199 37.788155, -122.432816 37.788048)"
10488000.0,PINE,ST,Lower Pacfic Heights,10488000,"LINESTRING (-122.43692 37.78753, -122.43857 37.78732)"
10466000.0,PINE,ST,Downtown - Tenderloin,10466000,"LINESTRING (-122.40731 37.791294, -122.40805 37.7912)"
