Ã¯Â»Â¿Incident Number,Exposure Number,ID,Address,Incident Date,Call Number,Alarm DtTm,Arrival DtTm,Close DtTm,City,zipcode,Battalion,Station Area,Box,Suppression Units,Suppression Personnel,EMS Units,EMS Personnel,Other Units,Other Personnel,First Unit On Scene,Estimated Property Loss,Estimated Contents Loss,Fire Fatalities,Fire Injuries,Civilian Fatalities,Civilian Injuries,Number of Alarms,Primary Situation,Mutual Aid,Action Taken Primary,Action Taken Secondary,Action Taken Other,Detector Alerted Occupants,Property Use,Area of Fire Origin,Ignition Cause,Ignition Factor Primary,Ignition Factor Secondary,Heat Source,Item First Ignited,Human Factors Associated with Ignition,Structure Type,Structure Status,Floor of Fire Origin,Fire Spread,No Flame Spead,Number of floors with minimum damage,Number of floors with significant damage,Number of floors with heavy damage,Number of floors with extreme damage,Detectors Present,Detector Type,Detector Operation,Detector Effectiveness,Detector Failure Reason,Automatic Extinguishing System Present,Automatic Extinguishing Sytem Type,Automatic Extinguishing Sytem Perfomance,Automatic Extinguishing Sytem Failure Reason,Number of Sprinkler Heads Operating,Supervisor District,neighborhood_district,point,longitude,latitude
"8,028,189",0,80281890,301 Ellis St.,2008-04-01T00:00:00,80920106,2008-04-01T09:26:01,2008-04-01T09:31:31,2008-04-01T09:41:09,SF,94102,B03,3,,3,1,0,0,0,0,E03,,,0,0,0,0,1,735 - Alarm system sounded due to malfunction,None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenderloin,POINT (-122.411213 37.784995),-122.411213,37.784995
"8,028,195",0,80281950,Hudson Av. / Ingalls St.,2008-04-01T00:00:00,80920118,2008-04-01T09:57:39,2008-04-01T10:00:29,2008-04-01T10:03:21,SF,94124,B10,17,,2,9,0,0,0,0,E17,,,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.379598 37.732467),-122.379598,37.732467
"8,028,196",0,80281960,140 Jones St.,2008-04-01T00:00:00,80920119,2008-04-01T10:02:53,2008-04-01T10:08:09,2008-04-01T10:14:40,SF,94109,B03,1,,2,8,1,2,0,0,E03,,,0,0,0,0,1,554 - Assist invalid,None,71 - Assist physically disabled,-,-,-,"439 - Boarding/rooming house, res. hotels",,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenderloin,POINT (-122.412219 37.782476),-122.412219,37.782476
"8,028,213",0,80282130,318 Kearny St.,2008-04-01T00:00:00,80920142,2008-04-01T11:09:26,2008-04-01T11:15:27,2008-04-01T11:32:18,SF,94104,B01,13,,3,11,0,0,0,0,E35,,,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,"500 - Mercantile, business, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.40388762 37.79116973),-122.4038876,37.79116973
"8,028,214",0,80282140,26th St. / Horace St.,2008-04-01T00:00:00,80920143,2008-04-01T11:09:17,2008-04-01T11:21:08,2008-04-01T12:20:01,SF,94110,B06,7,,1,5,0,0,0,0,T07,,,0,0,0,0,1,"600 - Good intent call, other",None,45 - Remove hazard,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,,Mission,POINT (-122.414338 37.74927),-122.414338,37.74927
"8,028,219",0,80282190,5th St. / Bryant St.,2008-04-01T00:00:00,80920151,2008-04-01T11:33:18,2008-04-01T11:36:34,2008-04-01T11:38:52,SF,94107,B03,8,,1,4,0,0,0,0,E08,,,0,0,0,0,1,"142 - Brush, or brush and grass mixture fire",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,"90 - Outside area, other",U - Cause undetermined after investigation,UU - Undetermined,-,UU - Undetermined,"70 - Organic materials, other",3 - Unattended or unsupervised person,,,,,,,,,,,,,,,,,,,,,South of Market,POINT (-122.400302 37.777799),-122.400302,37.777799
"8,028,224",0,80282240,5030 Mission St.,2008-04-01T00:00:00,80920156,2008-04-01T11:41:01,2008-04-01T11:47:53,2008-04-01T12:09:47,SF,94112,B09,43,,1,4,0,0,0,0,E43,100,100,0,0,0,0,1,111 - Building fire,None,86 - Investigate,-,-,-,429 - Multifamily dwellings,21 - Bedroom-<5 persons; inc. jail or pris,3 - Failure of equipment or heat source,"30 - Electrical failure, malfunction, othe",-,13 - Arcing,"81 - Electrical wire, cable insulation",N - None,1 -Enclosed building,2 -In normal use,3,-,1,1,0,0,0,U -Undetermined,-,-,-,-,N -None Present,-,-,-,0,,Outer Mission,POINT (-122.44011498 37.71812878),-122.440115,37.71812878
"8,028,256",0,80282560,200 The Embarcadero Nor,2008-04-01T00:00:00,80920198,2008-04-01T14:28:30,2008-04-01T14:37:06,2008-04-01T14:48:12,SF,94104,B01,13,,1,4,0,0,0,0,E35,,,0,0,0,0,1,"150 - Outside rubbish fire, other",None,87 - Investigate - Fire out on arrival,-,-,-,"898 - Dock, marina, pier, wharf",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.394913 37.796958),-122.394913,37.796958
"8,028,268",0,80282680,136 Eastwood Dr.,2008-04-01T00:00:00,80920211,2008-04-01T15:00:22,2008-04-01T15:11:05,2008-04-01T17:16:37,SF,94116,B09,15,,3,8,0,0,0,0,T15,,,0,0,0,0,1,"550 - Public service assistance, other",None,52 - Forcible entry,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.4570567 37.72837822),-122.4570567,37.72837822
"8,028,267",0,80282670,240 Jones St.,2008-04-01T00:00:00,80920212,2008-04-01T15:01:54,2008-04-01T15:10:25,2008-04-01T16:23:19,SF,94105,B03,1,,1,4,0,0,0,0,E01,,,0,0,0,0,1,554 - Assist invalid,None,71 - Assist physically disabled,-,-,-,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenderloin,POINT (-122.412406 37.783406),-122.412406,37.783406
"8,028,264",0,80282640,1960 - 1980 Grant Av.,2008-04-01T00:00:00,80920208,2008-04-01T14:59:12,2008-04-01T15:15:14,2008-04-01T15:15:14,SF,94133,B01,28,,3,11,0,0,0,0,E28,,,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,North Beach,POINT (-122.408373 37.804982),-122.408373,37.804982
"8,028,265",0,80282650,2557 Alemany Bl.,2008-04-01T00:00:00,80920209,2008-04-01T15:00:08,2008-04-01T15:06:24,2008-04-01T15:10:37,SF,94112,B09,33,,1,4,0,0,0,0,E33,,,0,0,0,0,1,554 - Assist invalid,None,71 - Assist physically disabled,-,-,-,131 - Church/mosque/synagogue/temple/chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outer Mission,POINT (-122.4466 37.714871),-122.4466,37.714871
"8,028,281",0,80282810,641edinburgh St,2008-04-01T00:00:00,80920230,2008-04-01T16:22:52,2008-04-01T16:30:08,2008-04-01T16:38:20,SF,94112,B09,43,,1,4,0,0,0,0,E43,,,0,0,0,0,1,444 - Power line down (wire),None,45 - Remove hazard,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Excelsior,POINT (-122.4337769 37.71934586),-122.4337769,37.71934586
"8,028,275",0,80282750,190 Coleridge St.,2008-04-01T00:00:00,80920225,2008-04-01T15:58:31,2008-04-01T16:06:20,2008-04-01T16:28:24,SF,94110,B06,11,,1,5,0,0,0,0,T11,,,0,0,0,0,1,351 - Extrication of victim(s) from Structure,None,"22 - Rescue, remove from harm",-,-,-,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.420358 37.742874),-122.420358,37.742874
"8,028,288",0,80282880,Turk St. / Hyde St.,2008-04-01T00:00:00,80920241,2008-04-01T16:51:47,2008-04-01T16:54:46,2008-04-01T16:55:29,SF,94109,B02,3,,2,9,0,0,0,0,E03,,,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenderloin,POINT (-122.415695 37.782585),-122.415695,37.782585
"8,028,300",0,80283000,Alemany Bl. / Theresa St.,2008-04-01T00:00:00,80920253,2008-04-01T17:46:54,2008-04-01T17:54:12,2008-04-01T18:47:18,SF,94110,B09,15,,1,4,0,0,0,0,E15,,,0,0,0,0,1,322 - Vehicle accident with injuries,None,31 - Provide first aid & check for injuries,-,-,-,961 - Highway or divided highway (Street),,,,,,,,,,,,,,,,,,,,,,,,,,,,Outer Mission,POINT (-122.43448 37.728732),-122.43448,37.728732
"8,028,894",0,80288940,355 Serrano Dr.,2008-04-03T00:00:00,80940287,2008-04-03T15:12:37,2008-04-03T15:23:07,2008-04-03T16:07:24,SF,94121,B08,19,,1,5,0,0,0,0,T19,,,0,0,0,0,1,"331 - Lock-in (if lock out , use 511 )",None,"40 - Hazardous condition, other",-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Lakeshore,POINT (-122.480546 37.718962),-122.480546,37.718962
"8,028,908",0,80289080,121 Steuart St.,2008-04-03T00:00:00,80940305,2008-04-03T16:01:34,2008-04-03T16:05:26,2008-04-03T16:07:36,SF,94105,B03,35,,3,10,0,0,0,0,E13,,,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.392775 37.793),-122.392775,37.793
"8,028,918",0,80289180,North Point St. / Grant Av.,2008-04-03T00:00:00,80940315,2008-04-03T16:32:41,2008-04-03T16:36:42,2008-04-03T17:50:55,SF,94133,B01,28,,1,4,1,2,0,0,E28,,,0,0,0,0,1,"311 - Medical assist, assist EMS crew",None,31 - Provide first aid & check for injuries,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3,North Beach,POINT (-122.408899 37.807162),-122.408899,37.807162
"8,028,920",0,80289200,22nd St. / Mission St.,2008-04-03T00:00:00,80940318,2008-04-03T16:45:33,2008-04-03T16:48:18,2008-04-03T16:51:56,SF,94110,B06,7,,2,9,0,0,0,0,E07,,,0,0,0,0,1,"500 - Service Call, other",None,86 - Investigate,-,-,-,"160 - Eating, drinking places",,,,,,,,,,,,,,,,,,,,,,,,,,,,Mission,POINT (-122.418749 37.755437),-122.418749,37.755437
"8,028,829",0,80288290,405 Serrano Dr.,2008-04-03T00:00:00,80940202,2008-04-03T11:56:56,2008-04-03T12:01:31,2008-04-03T12:06:20,SF,94132,B08,19,,3,11,0,0,0,0,E19,,,0,0,0,0,1,"744 - Detector activation, no fire - accident",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Lakeshore,POINT (-122.481573 37.718991),-122.481573,37.718991
"8,028,839",0,80288390,15th St. / Mission St.,2008-04-03T00:00:00,80940213,2008-04-03T12:33:36,2008-04-03T12:36:10,2008-04-03T12:37:27,SF,94102,B02,36,,1,4,0,0,0,0,E36,,,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Mission,POINT (-122.419827 37.766673),-122.419827,37.766673
"8,028,828",0,80288280,1 101nb 7th St Of,2008-04-03T00:00:00,80940199,2008-04-03T11:51:44,2008-04-03T12:00:34,2008-04-03T13:37:49,SF,94105,B03,8,,3,10,0,0,0,0,E08,,,0,0,0,0,1,322 - Vehicle accident with injuries,None,"30 - Emergency medical services, other",-,-,-,961 - Highway or divided highway (Street),,,,,,,,,,,,,,,,,,,,,,,,,,,,South of Market,POINT (-122.406561 37.773092),-122.406561,37.773092
"8,028,912",0,80289120,982 Market St.,2008-04-03T00:00:00,80940309,2008-04-03T16:16:04,2008-04-03T16:21:19,2008-04-03T16:24:00,SF,94109,B03,1,,3,11,0,0,0,0,E03,,,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenderloin,POINT (-122.41034 37.782689),-122.41034,37.782689
"8,028,913",0,80289130,18th St. / Mission St.,2008-04-03T00:00:00,80940310,2008-04-03T16:14:32,2008-04-03T16:20:43,2008-04-03T17:09:49,SF,94110,B02,7,,3,7,0,0,0,0,RC3,,,0,0,0,0,1,322 - Vehicle accident with injuries,None,"30 - Emergency medical services, other",-,-,-,174 - Rapid transit station,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.41936 37.761836),-122.41936,37.761836
"8,028,900",0,80289000,100 Walnut St.,2008-04-03T00:00:00,80940295,2008-04-03T15:35:35,2008-04-03T15:40:19,2008-04-03T15:43:15,SF,94118,B04,10,,3,10,0,0,0,0,E10,,,0,0,0,0,1,"653 - Barbecue, tar kettle",None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Heights,POINT (-122.44890227 37.79045885),-122.4489023,37.79045885
"8,028,852",0,80288520,Mason St. / Market St.,2008-04-03T00:00:00,80940231,2008-04-03T13:11:10,2008-04-03T13:15:04,2008-04-03T13:15:19,SF,94109,B03,1,,2,9,0,0,0,0,E01,,,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenderloin,POINT (-122.408203 37.783962),-122.408203,37.783962
"8,028,843",0,80288430,200 Santa Rosa Av.,2008-04-03T00:00:00,80940222,2008-04-03T12:54:26,2008-04-03T12:58:38,2008-04-03T13:09:30,SF,94112,B09,15,,1,4,0,0,0,0,E33,,,0,0,0,0,1,"500 - Service Call, other",None,"60 - Systems and services, other",-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,,Outer Mission,POINT (-122.4400469 37.72898139),-122.4400469,37.72898139
"8,028,847",0,80288470,Vallejo St. / Sansome St.,2008-04-03T00:00:00,80940226,2008-04-03T12:57:33,2008-04-03T13:01:17,2008-04-03T13:04:07,SF,94111,B01,13,,1,4,0,0,0,0,E35,,,0,0,0,0,1,"118 - Trash or rubbish fire, contained",None,"10 - Fire, other",-,-,U - Unknown,"962 - Residential street, road or residential dr","90 - Outside area, other",2 - Unintentional,11 - Abandoned or discarded materials or p,-,UU - Undetermined,"96 - Rubbish, trash, or waste",N - None,,,,,,,,,,,,,,,,,,,,,North Beach,POINT (-122.402423 37.799383),-122.402423,37.799383
"8,028,926",0,80289260,18th St. / Mission St.,2008-04-03T00:00:00,80940325,2008-04-03T17:14:16,2008-04-03T17:16:19,2008-04-03T17:17:11,SF,94110,B02,7,,2,9,0,0,0,0,E07,,,0,0,0,0,1,"500 - Service Call, other",None,86 - Investigate,-,-,-,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.41936 37.761836),-122.41936,37.761836
"8,028,882",0,80288820,24th St. / Castro St.,2008-04-03T00:00:00,80940271,2008-04-03T14:22:42,2008-04-03T14:22:42,2008-04-03T14:22:42,SF,94131,B06,24,,1,2,0,0,0,0,72,,,0,0,0,0,1,"900 - Special type of incident, other",None,"00 - Action taken, other",-,-,-,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Noe Valley,POINT (-122.434089 37.751305),-122.434089,37.751305
"8,028,863",0,80288630,Montgomery St. / Filbert St.,2008-04-03T00:00:00,80940245,2008-04-03T13:31:01,2008-04-03T13:35:56,2008-04-03T13:36:40,SF,94133,B01,28,,2,9,0,0,0,0,E28,,,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,North Beach,POINT (-122.404611 37.80196),-122.404611,37.80196
"8,028,857",0,80288570,2014 22nd Av.,2008-04-03T00:00:00,80940240,2008-04-03T13:24:44,2008-04-03T13:31:15,2008-04-03T13:41:14,SF,94122,B08,40,,1,4,0,0,0,0,E40,,,0,0,0,0,1,444 - Power line down (wire),None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunset/Parkside,POINT (-122.479318 37.750057),-122.479318,37.750057
"8,028,564",0,80285640,1600 Holloway Av.,2008-04-02T00:00:00,80930263,2008-04-02T15:31:46,2008-04-02T15:40:47,2008-04-02T16:33:41,SF,94102,B08,19,,5,15,0,0,0,0,E19,,,0,0,0,0,1,323 - Auto/Ped. Accident (Veh.),None,33 - Provide advanced life support (ALS),-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,7,Lakeshore,POINT (-122.483602 37.722997),-122.483602,37.722997
"8,028,574",0,80285740,1 Sf Intl Airport,2008-04-02T00:00:00,80930279,2008-04-02T12:54:11,2008-04-02T12:59:16,2008-04-02T13:16:19,SFO,94128,B09,A1,,2,5,0,0,0,0,AP,,,0,0,0,0,1,"500 - Service Call, other",None,86 - Investigate,-,-,-,171 - Airport passenger terminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayview Hunters Point,POINT (-122.38416 37.616901),-122.38416,37.616901
"8,028,588",0,80285880,Fillmore St. / Geary Bl.,2008-04-02T00:00:00,80930294,2008-04-02T16:48:31,2008-04-02T16:52:52,2008-04-02T17:14:26,SF,94115,B04,5,,1,4,0,0,0,0,E38,,,0,0,0,0,1,"451 - Biological hazard, confirmed or suspected",None,47 - Decontaminate occupancy or area,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.432914 37.784353),-122.432914,37.784353
"8,028,577",0,80285770,610 Polk St.,2008-04-02T00:00:00,80930282,2008-04-02T16:25:44,2008-04-02T16:29:45,2008-04-02T16:36:09,SF,94102,B02,3,,3,11,0,0,0,0,E03,,,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,63 - Restore fire alarm system,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenderloin,POINT (-122.41894 37.782329),-122.41894,37.782329
"3,000,193",0,30001930,Keith St. / Newcomb Av.,2003-01-01T00:00:00,30010261,2003-01-01T08:49:30,2003-01-01T08:52:01,2003-01-01T09:02:57,SF,94124,B10,17,,2,9,0,0,0,0,E17,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.386047 37.73318184257748),-122.386047,37.73318184
"3,000,197",0,30001970,132 Brookdale Av.,2003-01-01T00:00:00,30010269,2003-01-01T09:26:39,2003-01-01T09:32:28,2003-01-01T09:38:10,SF,94124,B09,43,,1,5,0,0,0,0,T15,0,0,0,0,0,0,1,"500 - Service Call, other",None,71 - Assist physically disabled,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,10,McLaren Park,POINT (-122.421516 37.712267),-122.421516,37.712267
"3,000,429",0,30004290,2941 23rd Av.,2003-01-01T00:00:00,30010569,2003-01-01T23:58:48,2003-01-02T00:02:02,2003-01-02T00:16:35,SF,94122,B08,19,,3,11,0,0,0,0,E19,0,0,0,0,0,0,1,"445 - Arcing, shorted electrical equipment",None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sunset/Parkside,POINT (-122.479399 37.733715),-122.479399,37.733715
"3,000,180",0,30001800,300 20th St.,2003-01-01T00:00:00,30010240,2003-01-01T07:21:39,2003-01-01T07:28:16,2003-01-01T07:52:09,SF,94110,B10,25,,3,12,0,0,0,0,E25,0,0,0,0,0,0,1,522 - Water or steam leak,None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Potrero Hill,POINT (-122.384719 37.760774),-122.384719,37.760774
"3,000,184",0,30001840,Hyde St. / Turk St.,2003-01-01T00:00:00,30010245,2003-01-01T07:53:46,2003-01-01T07:56:55,2003-01-01T07:56:55,SF,94109,B02,3,,2,9,0,0,0,0,,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenderloin,POINT (-122.415695 37.782149),-122.415695,37.782149
"3,006,908",0,30069080,Lakeview Av. / Plymouth Av.,2003-01-24T00:00:00,30240322,2003-01-24T17:24:31,2003-01-24T17:28:47,2003-01-24T17:28:51,SF,94112,B09,33,,2,9,0,0,0,0,E33,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,,Oceanview/Merced/Ingleside,POINT (-122.456107 37.718236),-122.456107,37.718236
"3,006,914",0,30069140,Bacon St. / San Bruno Av.,2003-01-24T00:00:00,30240331,2003-01-24T17:59:36,2003-01-24T18:05:24,2003-01-24T18:06:33,SF,94124,B10,42,,2,9,0,0,0,0,T17,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Portola,POINT (-122.403595 37.727634),-122.403595,37.727634
"3,007,151",0,30071510,Grant Av. / Jackson St.,2003-01-25T00:00:00,30250263,2003-01-25T15:54:57,2003-01-25T16:00:13,2003-01-25T16:00:17,SF,94109,B01,2,,2,9,0,0,0,0,E02,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Chinatown,POINT (-122.406657 37.796024),-122.406657,37.796024
"3,007,160",0,30071600,15th St. / Potrero Av.,2003-01-25T00:00:00,30250273,2003-01-25T16:23:02,2003-01-25T16:26:26,2003-01-25T16:41:13,SF,94107,B02,29,,1,4,0,0,0,0,E29,0,0,0,0,0,0,1,551 - Assist PD or other Govern. Agency,None,"60 - Systems and services, other",-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Mission,POINT (-122.407686 37.767083),-122.407686,37.767083
"3,007,167",0,30071670,567 Golden Gate Av.,2003-01-25T00:00:00,30250287,2003-01-25T17:03:58,2003-01-25T17:06:14,2003-01-25T17:08:38,SF,94102,B02,36,,2,6,2,3,0,0,RC1,0,0,0,0,0,0,1,"311 - Medical assist, assist EMS crew",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenderloin,POINT (-122.419865 37.781033),-122.419865,37.781033
"3,007,169",0,30071690,3991 17th St.,2003-01-25T00:00:00,30250289,2003-01-25T17:06:31,2003-01-25T17:09:47,2003-01-25T17:13:28,SF,94114,B05,6,,1,4,0,0,0,0,E06,0,0,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,161 - Restaurant or cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Castro/Upper Market,POINT (-122.435048 37.762484),-122.435048,37.762484
"3,007,719",0,30077190,5th St. / Mission St.,2003-01-27T00:00:00,30270274,2003-01-27T15:21:57,2003-01-27T15:24:37,2003-01-27T15:24:39,SF,94104,B03,1,,2,9,0,0,0,0,E01,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,,South of Market,POINT (-122.406481 37.782731),-122.406481,37.782731
"3,007,720",0,30077200,1978 30th Av.,2003-01-27T00:00:00,30270278,2003-01-27T15:28:38,2003-01-27T15:31:27,2003-01-27T16:22:56,SF,94122,B08,18,,8,24,0,0,0,0,E18,0,0,0,0,0,0,1,111 - Building fire,None,11 - Extinguish,-,-,-,"400 - Residential, other",21 - Bedroom-<5 persons; inc. jail or pris,2 - Unintentional,53 - Equipment unattended,-,12 - Radiated/conducted heat operating equ,14 - Floor covering or rug/carpet/mat,N - None,1 -Enclosed building,2 -In normal use,2,14 -Floor covering or rug/carpet/mat,3,0,1,0,0,1 -Present,"0 -Detector type, other",2 -Detector operated,3 -There were no occupants,-,N -None Present,-,-,-,0,,Sunset/Parkside,POINT (-122.487942 37.750413),-122.487942,37.750413
"3,007,721",0,30077210,3118 Pierce St.,2003-01-27T00:00:00,30270280,2003-01-27T15:43:38,2003-01-27T15:46:28,2003-01-27T16:13:38,SF,94123,B04,16,,1,5,0,0,0,0,T16,0,0,0,0,0,0,1,511 - Lock-out,None,52 - Forcible entry,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Marina,POINT (-122.4389506 37.79886408),-122.4389506,37.79886408
